Entity,Code,Day,total_vaccinations_per_hundred
Belgium,BEL,2021-02-19,6.22
Belgium,BEL,2021-02-20,6.27
Belgium,BEL,2021-02-21,6.29
Belgium,BEL,2021-02-22,6.4
Belgium,BEL,2021-02-23,6.57
Belgium,BEL,2021-02-24,6.77
Belgium,BEL,2021-02-25,7.04
Belgium,BEL,2021-02-26,7.31
Belgium,BEL,2021-02-27,7.35
Belgium,BEL,2021-02-28,7.35
Belgium,BEL,2021-03-01,7.47
Belgium,BEL,2021-03-02,7.67
Belgium,BEL,2021-03-03,7.93
Belgium,BEL,2021-03-04,8.35
Belgium,BEL,2021-03-05,8.72
Belgium,BEL,2021-03-06,8.79
Belgium,BEL,2021-03-07,8.8
Belgium,BEL,2021-03-08,8.95
Belgium,BEL,2021-03-09,9.19
Belgium,BEL,2021-03-10,9.5
Belgium,BEL,2021-03-11,9.95
Belgium,BEL,2021-03-12,10.32
Belgium,BEL,2021-03-13,10.4
Belgium,BEL,2021-03-14,10.41
Belgium,BEL,2021-03-15,10.67
Belgium,BEL,2021-03-16,11.07
Belgium,BEL,2021-03-17,11.46
Belgium,BEL,2021-03-18,12.1
Belgium,BEL,2021-03-19,12.66
Belgium,BEL,2021-03-20,12.85
Belgium,BEL,2021-03-21,12.86
Belgium,BEL,2021-03-22,13.13
Belgium,BEL,2021-03-23,13.54
Belgium,BEL,2021-03-24,14.05
Belgium,BEL,2021-03-25,14.69
Belgium,BEL,2021-03-26,15.27
Belgium,BEL,2021-03-27,15.46
Belgium,BEL,2021-03-28,15.48
Belgium,BEL,2021-03-29,15.68
Belgium,BEL,2021-03-30,15.95
Belgium,BEL,2021-03-31,16.65
Belgium,BEL,2021-04-01,17.48
Belgium,BEL,2021-04-02,18.16
Belgium,BEL,2021-04-03,18.33
Belgium,BEL,2021-04-04,18.33
Belgium,BEL,2021-04-05,18.45
Belgium,BEL,2021-04-06,18.81
Belgium,BEL,2021-04-07,19.17
Belgium,BEL,2021-04-08,20.09
Belgium,BEL,2021-04-09,21.01
Belgium,BEL,2021-04-10,21.36
Belize,BLZ,2021-02-28,0
Belize,BLZ,2021-03-02,0.1
Belize,BLZ,2021-03-03,0.17
Belize,BLZ,2021-03-04,0.21
Belize,BLZ,2021-03-05,0.25
Belize,BLZ,2021-03-09,0.37
Belize,BLZ,2021-03-10,0.63
Belize,BLZ,2021-03-11,1.24
Belize,BLZ,2021-03-12,1.87
Belize,BLZ,2021-03-15,2.41
Belize,BLZ,2021-03-16,2.76
Belize,BLZ,2021-03-17,3
Belize,BLZ,2021-03-18,3.31
Belize,BLZ,2021-03-19,3.77
Belize,BLZ,2021-03-22,4.07
Belize,BLZ,2021-03-23,4.35
Belize,BLZ,2021-03-24,4.57
Belize,BLZ,2021-03-26,5.13
Belize,BLZ,2021-03-31,5.55
Belize,BLZ,2021-04-07,6.03
Belize,BLZ,2021-04-09,6.88
Bermuda,BMU,2021-01-10,0
Bermuda,BMU,2021-01-16,2.67
Bermuda,BMU,2021-01-23,4.71
Bermuda,BMU,2021-01-30,7.86
Bermuda,BMU,2021-02-06,14.61
Bermuda,BMU,2021-02-09,16.06
Bermuda,BMU,2021-02-15,21.12
Bermuda,BMU,2021-02-22,27.42
Bermuda,BMU,2021-02-27,33.25
Bermuda,BMU,2021-03-01,34.34
Bermuda,BMU,2021-03-03,38.44
Bermuda,BMU,2021-03-10,44.52
Bermuda,BMU,2021-03-15,48.95
Bermuda,BMU,2021-03-22,54.93
Bermuda,BMU,2021-03-27,60.68
Bermuda,BMU,2021-04-04,66.08
Bhutan,BTN,2021-03-26,0
Bhutan,BTN,2021-03-27,11.14
Bhutan,BTN,2021-03-28,23.75
Bhutan,BTN,2021-03-29,35.6
Bhutan,BTN,2021-03-30,44.18
Bhutan,BTN,2021-03-31,51.16
Bhutan,BTN,2021-04-01,56.35
Bhutan,BTN,2021-04-02,58.79
Bhutan,BTN,2021-04-03,59.58
Bhutan,BTN,2021-04-04,60.5
Bhutan,BTN,2021-04-05,60.69
Bhutan,BTN,2021-04-06,60.87
Bhutan,BTN,2021-04-07,61.04
Bhutan,BTN,2021-04-08,61.19
Bhutan,BTN,2021-04-09,61.35
Bhutan,BTN,2021-04-10,61.45
Bolivia,BOL,2021-01-28,0
Bolivia,BOL,2021-01-29,0
Bolivia,BOL,2021-01-30,0
Bolivia,BOL,2021-01-31,0
Bolivia,BOL,2021-02-01,0
Bolivia,BOL,2021-02-02,0.01
Bolivia,BOL,2021-02-03,0.03
Bolivia,BOL,2021-02-11,0.09
Bolivia,BOL,2021-03-02,0.17
Bolivia,BOL,2021-03-03,0.17
Bolivia,BOL,2021-03-04,0.17
Bolivia,BOL,2021-03-05,0.17
Bolivia,BOL,2021-03-06,0.91
Bolivia,BOL,2021-03-07,0.92
Bolivia,BOL,2021-03-08,0.96
Bolivia,BOL,2021-03-09,1.02
Bolivia,BOL,2021-03-10,1.09
Bolivia,BOL,2021-03-11,1.13
Bolivia,BOL,2021-03-12,1.17
Bolivia,BOL,2021-03-13,1.18
Bolivia,BOL,2021-03-14,1.18
Bolivia,BOL,2021-03-15,1.21
Bolivia,BOL,2021-03-16,1.25
Bolivia,BOL,2021-03-17,1.29
Bolivia,BOL,2021-03-18,1.34
Bolivia,BOL,2021-03-19,1.41
Bolivia,BOL,2021-03-20,1.43
Bolivia,BOL,2021-03-21,1.44
Bolivia,BOL,2021-03-22,1.54
Bolivia,BOL,2021-03-23,1.7
Bolivia,BOL,2021-03-24,1.87
Bolivia,BOL,2021-03-25,2.04
Bolivia,BOL,2021-03-26,2.22
Bolivia,BOL,2021-03-27,2.25
Bolivia,BOL,2021-03-28,2.26
Bolivia,BOL,2021-03-29,2.36
Bolivia,BOL,2021-03-30,2.48
Bolivia,BOL,2021-03-31,2.61
Bolivia,BOL,2021-04-01,2.73
Bolivia,BOL,2021-04-02,2.74
Bolivia,BOL,2021-04-03,2.76
Bolivia,BOL,2021-04-04,2.77
Bolivia,BOL,2021-04-05,2.91
Bolivia,BOL,2021-04-06,3.07
Bolivia,BOL,2021-04-07,3.24
Bolivia,BOL,2021-04-08,3.43
Bolivia,BOL,2021-04-09,3.63
Botswana,BWA,2021-03-25,0
Botswana,BWA,2021-04-02,0.55
Brazil,BRA,2021-01-16,0
Brazil,BRA,2021-01-17,0
Brazil,BRA,2021-01-18,0
Brazil,BRA,2021-01-19,0.01
Brazil,BRA,2021-01-20,0.01
Brazil,BRA,2021-01-21,0.06
Brazil,BRA,2021-01-22,0.12
Brazil,BRA,2021-01-23,0.25
Brazil,BRA,2021-01-24,0.28
Brazil,BRA,2021-01-25,0.33
Brazil,BRA,2021-01-26,0.4
Brazil,BRA,2021-01-27,0.53
Brazil,BRA,2021-01-28,0.68
Brazil,BRA,2021-01-29,0.78
Brazil,BRA,2021-01-30,0.94
Brazil,BRA,2021-01-31,0.98
Brazil,BRA,2021-02-01,1
Brazil,BRA,2021-02-02,1.08
Brazil,BRA,2021-02-03,1.19
Brazil,BRA,2021-02-04,1.45
Brazil,BRA,2021-02-05,1.45
Brazil,BRA,2021-02-06,1.6
Brazil,BRA,2021-02-07,1.67
Brazil,BRA,2021-02-08,1.7
Brazil,BRA,2021-02-09,1.8
Brazil,BRA,2021-02-10,1.94
Brazil,BRA,2021-02-11,2.07
Brazil,BRA,2021-02-12,2.21
Brazil,BRA,2021-02-13,2.41
Brazil,BRA,2021-02-14,2.46
Brazil,BRA,2021-02-15,2.49
Brazil,BRA,2021-02-16,2.64
Brazil,BRA,2021-02-17,2.77
Brazil,BRA,2021-02-18,2.92
Brazil,BRA,2021-02-19,3.07
Brazil,BRA,2021-02-20,3.21
Brazil,BRA,2021-02-21,3.27
Brazil,BRA,2021-02-22,3.31
Brazil,BRA,2021-02-23,3.43
Brazil,BRA,2021-02-24,3.55
Brazil,BRA,2021-02-25,3.67
Brazil,BRA,2021-02-26,3.81
Brazil,BRA,2021-02-27,3.92
Brazil,BRA,2021-02-28,3.97
Brazil,BRA,2021-03-01,3.98
Brazil,BRA,2021-03-02,4.16
Brazil,BRA,2021-03-03,4.36
Brazil,BRA,2021-03-04,4.58
Brazil,BRA,2021-03-05,4.78
Brazil,BRA,2021-03-10,4.88
Brazil,BRA,2021-03-11,5.05
Brazil,BRA,2021-03-12,5.25
Brazil,BRA,2021-03-13,5.35
Brazil,BRA,2021-03-14,5.37
Brazil,BRA,2021-03-15,5.6
Brazil,BRA,2021-03-17,5.97
Brazil,BRA,2021-03-18,6.12
Brazil,BRA,2021-03-19,6.27
Brazil,BRA,2021-03-20,6.34
Brazil,BRA,2021-03-21,6.38
Brazil,BRA,2021-03-22,6.64
Brazil,BRA,2021-03-23,7.16
Brazil,BRA,2021-03-24,7.5
Brazil,BRA,2021-03-25,7.79
Brazil,BRA,2021-03-26,8.01
Brazil,BRA,2021-03-27,8.24
Brazil,BRA,2021-03-28,8.33
Brazil,BRA,2021-03-29,8.51
Brazil,BRA,2021-03-30,8.57
Brazil,BRA,2021-03-31,9.01
Brazil,BRA,2021-04-02,9.71
Brazil,BRA,2021-04-03,9.86
Brazil,BRA,2021-04-04,9.91
Brazil,BRA,2021-04-05,10.33
Brazil,BRA,2021-04-06,10.75
Brazil,BRA,2021-04-07,11.38
Brazil,BRA,2021-04-08,11.75
Brazil,BRA,2021-04-09,12.11
Brazil,BRA,2021-04-10,12.49
Brunei,BRN,2021-04-02,0
Brunei,BRN,2021-04-03,0.08
Bulgaria,BGR,2020-12-29,0.02
Bulgaria,BGR,2020-12-30,0.07
Bulgaria,BGR,2021-01-01,0.07
Bulgaria,BGR,2021-01-05,0.08
Bulgaria,BGR,2021-01-06,0.11
Bulgaria,BGR,2021-01-07,0.16
Bulgaria,BGR,2021-01-08,0.19
Bulgaria,BGR,2021-01-09,0.19
Bulgaria,BGR,2021-01-11,0.2
Bulgaria,BGR,2021-01-12,0.23
Bulgaria,BGR,2021-01-13,0.25
Bulgaria,BGR,2021-01-14,0.25
Bulgaria,BGR,2021-01-15,0.26
Bulgaria,BGR,2021-01-16,0.26
Bulgaria,BGR,2021-01-17,0.27
Bulgaria,BGR,2021-01-18,0.28
Bulgaria,BGR,2021-01-19,0.32
Bulgaria,BGR,2021-01-20,0.35
Bulgaria,BGR,2021-01-21,0.36
Bulgaria,BGR,2021-01-22,0.38
Bulgaria,BGR,2021-01-23,0.38
Bulgaria,BGR,2021-01-24,0.38
Bulgaria,BGR,2021-01-25,0.39
Bulgaria,BGR,2021-01-26,0.42
Bulgaria,BGR,2021-01-27,0.47
Bulgaria,BGR,2021-01-28,0.54
Bulgaria,BGR,2021-01-29,0.59
Bulgaria,BGR,2021-01-30,0.59
Bulgaria,BGR,2021-01-31,0.59
Bulgaria,BGR,2021-02-01,0.61
Bulgaria,BGR,2021-02-02,0.66
Bulgaria,BGR,2021-02-03,0.72
Bulgaria,BGR,2021-02-04,0.78
Bulgaria,BGR,2021-02-05,0.82
Bulgaria,BGR,2021-02-06,0.82
Bulgaria,BGR,2021-02-07,0.82
Bulgaria,BGR,2021-02-08,0.85
Bulgaria,BGR,2021-02-09,0.9
Bulgaria,BGR,2021-02-10,0.95
Bulgaria,BGR,2021-02-11,1.02
Bulgaria,BGR,2021-02-12,1.07
Bulgaria,BGR,2021-02-13,1.08
Bulgaria,BGR,2021-02-14,1.08
Bulgaria,BGR,2021-02-15,1.11
Bulgaria,BGR,2021-02-16,1.17
Bulgaria,BGR,2021-02-17,1.24
Bulgaria,BGR,2021-02-18,1.3
Bulgaria,BGR,2021-02-19,1.5
Bulgaria,BGR,2021-02-20,1.56
Bulgaria,BGR,2021-02-21,1.72
Bulgaria,BGR,2021-02-22,1.89
Bulgaria,BGR,2021-02-23,2.13
Bulgaria,BGR,2021-02-24,2.42
Bulgaria,BGR,2021-02-25,2.71
Bulgaria,BGR,2021-02-26,2.94
Bulgaria,BGR,2021-02-27,3.02
Bulgaria,BGR,2021-02-28,3.06
Bulgaria,BGR,2021-03-01,3.22
Bulgaria,BGR,2021-03-02,3.51
Bulgaria,BGR,2021-03-03,3.57
Bulgaria,BGR,2021-03-04,3.86
Bulgaria,BGR,2021-03-05,4.09
Bulgaria,BGR,2021-03-06,4.13
Bulgaria,BGR,2021-03-07,4.15
Bulgaria,BGR,2021-03-08,4.23
Bulgaria,BGR,2021-03-09,4.35
Bulgaria,BGR,2021-03-10,4.45
Bulgaria,BGR,2021-03-11,4.67
Bulgaria,BGR,2021-03-12,4.85
Bulgaria,BGR,2021-03-13,4.86
Bulgaria,BGR,2021-03-14,4.88
Bulgaria,BGR,2021-03-15,4.92
Bulgaria,BGR,2021-03-16,4.98
Bulgaria,BGR,2021-03-17,5.05
Bulgaria,BGR,2021-03-18,5.12
Bulgaria,BGR,2021-03-19,5.22
Bulgaria,BGR,2021-03-20,5.28
Bulgaria,BGR,2021-03-21,5.31
Bulgaria,BGR,2021-03-22,5.42
Bulgaria,BGR,2021-03-23,5.6
Bulgaria,BGR,2021-03-24,5.78
Bulgaria,BGR,2021-03-25,5.98
Bulgaria,BGR,2021-03-26,6.19
Bulgaria,BGR,2021-03-27,6.25
Bulgaria,BGR,2021-03-28,6.28
Bulgaria,BGR,2021-03-29,6.41
Bulgaria,BGR,2021-03-30,6.6
Bulgaria,BGR,2021-03-31,6.8
Bulgaria,BGR,2021-04-01,6.99
Bulgaria,BGR,2021-04-02,7.17
Bulgaria,BGR,2021-04-03,7.23
Bulgaria,BGR,2021-04-04,7.25
Bulgaria,BGR,2021-04-05,7.34
Bulgaria,BGR,2021-04-06,7.48
Bulgaria,BGR,2021-04-07,7.68
Bulgaria,BGR,2021-04-08,7.95
Bulgaria,BGR,2021-04-09,8.17
Bulgaria,BGR,2021-04-10,8.22
Cambodia,KHM,2021-02-09,0
Cambodia,KHM,2021-02-10,0.01
Cambodia,KHM,2021-02-17,0.02
Cambodia,KHM,2021-02-19,0.03
Cambodia,KHM,2021-02-23,0.05
Cambodia,KHM,2021-02-25,0.08
Cambodia,KHM,2021-03-01,0.52
Cambodia,KHM,2021-03-02,0.68
Cambodia,KHM,2021-03-03,0.81
Cambodia,KHM,2021-03-04,0.9
Cambodia,KHM,2021-03-05,1
Cambodia,KHM,2021-03-06,1.07
Cambodia,KHM,2021-03-07,1.11
Cambodia,KHM,2021-03-08,1.19
Cambodia,KHM,2021-03-09,1.33
Cambodia,KHM,2021-03-10,1.52
Cambodia,KHM,2021-03-11,1.7
Cambodia,KHM,2021-03-12,1.84
Cambodia,KHM,2021-03-13,1.96
Cambodia,KHM,2021-03-14,2.02
Cambodia,KHM,2021-03-15,2.07
Cambodia,KHM,2021-03-16,2.23
Cambodia,KHM,2021-03-17,2.41
Cambodia,KHM,2021-03-18,2.51
Cambodia,KHM,2021-03-19,2.64
Cambodia,KHM,2021-03-20,2.73
Cambodia,KHM,2021-03-21,2.77
Cambodia,KHM,2021-03-22,2.85
Cambodia,KHM,2021-03-23,2.92
Cambodia,KHM,2021-03-24,3.03
Cambodia,KHM,2021-03-25,3.18
Cambodia,KHM,2021-03-26,3.33
Cambodia,KHM,2021-03-27,3.48
Cambodia,KHM,2021-03-28,3.56
Cambodia,KHM,2021-03-29,3.66
Cambodia,KHM,2021-03-30,3.75
Cambodia,KHM,2021-03-31,3.86
Cambodia,KHM,2021-04-01,4.02
Cambodia,KHM,2021-04-02,4.31
Cambodia,KHM,2021-04-03,4.65
Cambodia,KHM,2021-04-04,4.96
Cambodia,KHM,2021-04-05,5.3
Cambodia,KHM,2021-04-06,5.66
Cambodia,KHM,2021-04-07,6.05
Cambodia,KHM,2021-04-08,6.41
Cambodia,KHM,2021-04-09,7.02
Cambodia,KHM,2021-04-10,7.4
Canada,CAN,2020-12-14,0
Canada,CAN,2020-12-15,0
Canada,CAN,2020-12-16,0.01
Canada,CAN,2020-12-17,0.02
Canada,CAN,2020-12-18,0.03
Canada,CAN,2020-12-19,0.03
Canada,CAN,2020-12-20,0.03
Canada,CAN,2020-12-21,0.06
Canada,CAN,2020-12-22,0.07
Canada,CAN,2020-12-23,0.09
Canada,CAN,2020-12-24,0.12
Canada,CAN,2020-12-25,0.12
Canada,CAN,2020-12-26,0.13
Canada,CAN,2020-12-27,0.14
Canada,CAN,2020-12-28,0.16
Canada,CAN,2020-12-29,0.19
Canada,CAN,2020-12-30,0.22
Canada,CAN,2020-12-31,0.26
Canada,CAN,2021-01-01,0.27
Canada,CAN,2021-01-02,0.29
Canada,CAN,2021-01-03,0.3
Canada,CAN,2021-01-04,0.36
Canada,CAN,2021-01-05,0.41
Canada,CAN,2021-01-06,0.49
Canada,CAN,2021-01-07,0.58
Canada,CAN,2021-01-08,0.69
Canada,CAN,2021-01-09,0.78
Canada,CAN,2021-01-10,0.85
Canada,CAN,2021-01-11,0.95
Canada,CAN,2021-01-12,1.03
Canada,CAN,2021-01-13,1.11
Canada,CAN,2021-01-14,1.22
Canada,CAN,2021-01-15,1.35
Canada,CAN,2021-01-16,1.44
Canada,CAN,2021-01-17,1.51
Canada,CAN,2021-01-18,1.63
Canada,CAN,2021-01-19,1.73
Canada,CAN,2021-01-20,1.84
Canada,CAN,2021-01-21,1.96
Canada,CAN,2021-01-22,2.06
Canada,CAN,2021-01-23,2.12
Canada,CAN,2021-01-24,2.16
Canada,CAN,2021-01-25,2.23
Canada,CAN,2021-01-26,2.3
Canada,CAN,2021-01-27,2.36
Canada,CAN,2021-01-28,2.43
Canada,CAN,2021-01-29,2.48
Canada,CAN,2021-01-30,2.52
Canada,CAN,2021-01-31,2.54
Canada,CAN,2021-02-01,2.58
Canada,CAN,2021-02-02,2.62
Canada,CAN,2021-02-03,2.65
Canada,CAN,2021-02-04,2.7
Canada,CAN,2021-02-05,2.76
Canada,CAN,2021-02-06,2.82
Canada,CAN,2021-02-07,2.85
Canada,CAN,2021-02-08,2.91
Canada,CAN,2021-02-09,2.98
Canada,CAN,2021-02-10,3.06
Canada,CAN,2021-02-11,3.14
Canada,CAN,2021-02-12,3.24
Canada,CAN,2021-02-13,3.33
Canada,CAN,2021-02-14,3.37
Canada,CAN,2021-02-15,3.4
Canada,CAN,2021-02-16,3.47
Canada,CAN,2021-02-17,3.52
Canada,CAN,2021-02-18,3.59
Canada,CAN,2021-02-19,3.72
Canada,CAN,2021-02-20,3.85
Canada,CAN,2021-02-21,3.96
Canada,CAN,2021-02-22,4.13
Canada,CAN,2021-02-23,4.26
Canada,CAN,2021-02-24,4.38
Canada,CAN,2021-02-25,4.53
Canada,CAN,2021-02-26,4.71
Canada,CAN,2021-02-27,4.88
Canada,CAN,2021-02-28,5
Canada,CAN,2021-03-01,5.16
Canada,CAN,2021-03-02,5.35
Canada,CAN,2021-03-03,5.54
Canada,CAN,2021-03-04,5.75
Canada,CAN,2021-03-05,5.98
Canada,CAN,2021-03-06,6.17
Canada,CAN,2021-03-07,6.32
Canada,CAN,2021-03-08,6.55
Canada,CAN,2021-03-09,6.74
Canada,CAN,2021-03-10,6.95
Canada,CAN,2021-03-11,7.2
Canada,CAN,2021-03-12,7.5
Canada,CAN,2021-03-13,7.77
Canada,CAN,2021-03-14,8.02
Canada,CAN,2021-03-15,8.35
Canada,CAN,2021-03-16,8.67
Canada,CAN,2021-03-17,9.03
Canada,CAN,2021-03-18,9.45
Canada,CAN,2021-03-19,9.88
Canada,CAN,2021-03-20,10.23
Canada,CAN,2021-03-21,10.48
Canada,CAN,2021-03-22,10.86
Canada,CAN,2021-03-23,11.19
Canada,CAN,2021-03-24,11.64
Canada,CAN,2021-03-25,12.15
Canada,CAN,2021-03-26,12.72
Canada,CAN,2021-03-27,13.16
Canada,CAN,2021-03-28,13.55
Canada,CAN,2021-03-29,14.05
Canada,CAN,2021-03-30,14.5
Canada,CAN,2021-03-31,15.08
Canada,CAN,2021-04-01,15.62
Canada,CAN,2021-04-02,16.05
Canada,CAN,2021-04-03,16.58
Canada,CAN,2021-04-04,16.88
Canada,CAN,2021-04-05,17.37
Canada,CAN,2021-04-06,17.91
Canada,CAN,2021-04-07,18.52
Canada,CAN,2021-04-08,19.22
Canada,CAN,2021-04-09,20.06
Canada,CAN,2021-04-10,20.71
Cape Verde,CPV,2021-03-18,0
Cape Verde,CPV,2021-03-24,0.39
Cayman Islands,CYM,2020-12-26,0
Cayman Islands,CYM,2021-02-04,16.75
Cayman Islands,CYM,2021-02-09,20.71
Cayman Islands,CYM,2021-02-10,21.43
Cayman Islands,CYM,2021-02-12,23.65
Cayman Islands,CYM,2021-02-17,25.45
Cayman Islands,CYM,2021-02-19,26.3
Cayman Islands,CYM,2021-02-20,27.63
Cayman Islands,CYM,2021-02-23,30.34
Cayman Islands,CYM,2021-02-24,31.14
Cayman Islands,CYM,2021-02-25,32.12
Cayman Islands,CYM,2021-03-03,36.53
Cayman Islands,CYM,2021-03-05,40.44
Cayman Islands,CYM,2021-03-12,48.66
Cayman Islands,CYM,2021-03-16,54.75
Cayman Islands,CYM,2021-03-18,58.28
Cayman Islands,CYM,2021-03-19,59.56
Cayman Islands,CYM,2021-03-22,62.62
Cayman Islands,CYM,2021-03-24,65.46
Cayman Islands,CYM,2021-03-25,67.04
Cayman Islands,CYM,2021-03-29,72.43
Cayman Islands,CYM,2021-03-31,75.41
Cayman Islands,CYM,2021-04-01,77.24
Cayman Islands,CYM,2021-04-07,81.37
Cayman Islands,CYM,2021-04-08,83.77
Cayman Islands,CYM,2021-04-09,85.54
Chile,CHL,2020-12-24,0
Chile,CHL,2020-12-25,0.03
Chile,CHL,2020-12-26,0.04
Chile,CHL,2020-12-27,0.05
Chile,CHL,2020-12-28,0.05
Chile,CHL,2020-12-29,0.05
Chile,CHL,2020-12-30,0.05
Chile,CHL,2020-12-31,0.05
Chile,CHL,2021-01-01,0.05
Chile,CHL,2021-01-02,0.05
Chile,CHL,2021-01-03,0.05
Chile,CHL,2021-01-04,0.05
Chile,CHL,2021-01-05,0.05
Chile,CHL,2021-01-06,0.06
Chile,CHL,2021-01-07,0.06
Chile,CHL,2021-01-08,0.06
Chile,CHL,2021-01-09,0.06
Chile,CHL,2021-01-10,0.06
Chile,CHL,2021-01-11,0.06
Chile,CHL,2021-01-12,0.06
Chile,CHL,2021-01-13,0.06
Chile,CHL,2021-01-14,0.1
Chile,CHL,2021-01-15,0.12
Chile,CHL,2021-01-16,0.12
Chile,CHL,2021-01-17,0.12
Chile,CHL,2021-01-18,0.17
Chile,CHL,2021-01-19,0.27
Chile,CHL,2021-01-20,0.32
Chile,CHL,2021-01-21,0.34
Chile,CHL,2021-01-22,0.34
Chile,CHL,2021-01-23,0.34
Chile,CHL,2021-01-24,0.34
Chile,CHL,2021-01-25,0.35
Chile,CHL,2021-01-26,0.35
Chile,CHL,2021-01-27,0.35
Chile,CHL,2021-01-28,0.35
Chile,CHL,2021-01-29,0.35
Chile,CHL,2021-01-30,0.35
Chile,CHL,2021-01-31,0.35
Chile,CHL,2021-02-01,0.35
Chile,CHL,2021-02-02,0.42
Chile,CHL,2021-02-03,1.31
Chile,CHL,2021-02-04,2.23
Chile,CHL,2021-02-05,3.12
Chile,CHL,2021-02-06,3.27
Chile,CHL,2021-02-07,3.31
Chile,CHL,2021-02-08,4.53
Chile,CHL,2021-02-09,5.9
Chile,CHL,2021-02-10,7.37
Chile,CHL,2021-02-11,8.7
Chile,CHL,2021-02-12,9.9
Chile,CHL,2021-02-13,10.05
Chile,CHL,2021-02-14,10.08
Chile,CHL,2021-02-15,11.47
Chile,CHL,2021-02-16,12.62
Chile,CHL,2021-02-17,13.6
Chile,CHL,2021-02-18,14.41
Chile,CHL,2021-02-19,15.16
Chile,CHL,2021-02-20,15.21
Chile,CHL,2021-02-21,15.21
Chile,CHL,2021-02-22,15.78
Chile,CHL,2021-02-23,16.27
Chile,CHL,2021-02-24,16.72
Chile,CHL,2021-02-25,17.17
Chile,CHL,2021-02-26,17.58
Chile,CHL,2021-02-27,17.64
Chile,CHL,2021-02-28,17.64
Chile,CHL,2021-03-01,18.36
Chile,CHL,2021-03-02,19.25
Chile,CHL,2021-03-03,20.88
Chile,CHL,2021-03-04,22.51
Chile,CHL,2021-03-05,24.06
Chile,CHL,2021-03-06,24.24
Chile,CHL,2021-03-07,24.28
Chile,CHL,2021-03-08,26.12
Chile,CHL,2021-03-09,28.08
Chile,CHL,2021-03-10,30.18
Chile,CHL,2021-03-11,32.36
Chile,CHL,2021-03-12,34.32
Chile,CHL,2021-03-13,34.58
Chile,CHL,2021-03-14,34.62
Chile,CHL,2021-03-15,36.86
Chile,CHL,2021-03-16,39.01
Chile,CHL,2021-03-17,40.92
Chile,CHL,2021-03-18,42.67
Chile,CHL,2021-03-19,44.21
Chile,CHL,2021-03-20,44.39
Chile,CHL,2021-03-21,44.41
Chile,CHL,2021-03-22,45.82
Chile,CHL,2021-03-23,47.08
Chile,CHL,2021-03-24,48.22
Chile,CHL,2021-03-25,49.33
Chile,CHL,2021-03-26,50.46
Chile,CHL,2021-03-27,50.54
Chile,CHL,2021-03-28,50.55
Chile,CHL,2021-03-29,51.94
Chile,CHL,2021-03-30,53.4
Chile,CHL,2021-03-31,54.86
Chile,CHL,2021-04-01,56.44
Chile,CHL,2021-04-02,56.48
Chile,CHL,2021-04-03,56.49
Chile,CHL,2021-04-04,56.5
Chile,CHL,2021-04-05,57.99
Chile,CHL,2021-04-06,59.23
Chile,CHL,2021-04-07,60.44
Chile,CHL,2021-04-08,61.68
Chile,CHL,2021-04-09,62.76
China,CHN,2020-12-15,0.1
China,CHN,2020-12-31,0.31
China,CHN,2021-01-09,0.63
China,CHN,2021-01-13,0.69
China,CHN,2021-01-20,1.04
China,CHN,2021-01-27,1.58
China,CHN,2021-01-31,1.67
China,CHN,2021-02-03,2.17
China,CHN,2021-02-09,2.82
China,CHN,2021-02-28,3.65
China,CHN,2021-03-14,4.51
China,CHN,2021-03-20,5.21
China,CHN,2021-03-22,5.59
China,CHN,2021-03-23,5.76
China,CHN,2021-03-24,5.97
China,CHN,2021-03-25,6.35
China,CHN,2021-03-26,6.77
China,CHN,2021-03-27,7.12
China,CHN,2021-03-28,7.41
China,CHN,2021-03-29,7.71
China,CHN,2021-03-30,7.97
China,CHN,2021-03-31,8.32
China,CHN,2021-04-01,8.8
China,CHN,2021-04-02,9.3
China,CHN,2021-04-03,9.5
China,CHN,2021-04-04,9.72
China,CHN,2021-04-05,9.92
China,CHN,2021-04-06,10.14
China,CHN,2021-04-07,10.36
China,CHN,2021-04-08,10.78
China,CHN,2021-04-09,11.19
China,CHN,2021-04-10,11.43
Colombia,COL,2021-02-17,0
Colombia,COL,2021-02-18,0.02
Colombia,COL,2021-02-19,0.04
Colombia,COL,2021-02-20,0.07
Colombia,COL,2021-02-21,0.08
Colombia,COL,2021-02-22,0.09
Colombia,COL,2021-02-23,0.09
Colombia,COL,2021-02-24,0.1
Colombia,COL,2021-02-25,0.13
Colombia,COL,2021-02-26,0.16
Colombia,COL,2021-02-27,0.22
Colombia,COL,2021-02-28,0.26
Colombia,COL,2021-03-01,0.29
Colombia,COL,2021-03-02,0.33
Colombia,COL,2021-03-03,0.38
Colombia,COL,2021-03-04,0.41
Colombia,COL,2021-03-05,0.47
Colombia,COL,2021-03-06,0.53
Colombia,COL,2021-03-07,0.59
Colombia,COL,2021-03-08,0.62
Colombia,COL,2021-03-09,0.79
Colombia,COL,2021-03-10,0.94
Colombia,COL,2021-03-11,1.16
Colombia,COL,2021-03-12,1.36
Colombia,COL,2021-03-13,1.54
Colombia,COL,2021-03-14,1.66
Colombia,COL,2021-03-15,1.8
Colombia,COL,2021-03-16,1.92
Colombia,COL,2021-03-17,2.01
Colombia,COL,2021-03-18,2.12
Colombia,COL,2021-03-19,2.22
Colombia,COL,2021-03-20,2.32
Colombia,COL,2021-03-21,2.39
Colombia,COL,2021-03-22,2.43
